t 	 vel_treadmill 	 CPG_LF 	 CPG_LH 	 CPG_RF 	 CPG_RH 	 Cycle_LF 	 Cycle_LH 	 Cycle_RF 	 Cycle_RH 	 RG-F_fV_LF 	 RG-E_fV_LF 	 RG-F_fV_LH 	 RG-E_fV_LH 	 RG-F_fV_RF 	 RG-E_fV_RF 	 RG-F_fV_RH 	 RG-E_fV_RH 	 RG-F_V_LF 	 RG-E_V_LF 	 RG-F_V_LH 	 RG-E_V_LH 	 RG-F_V_RF 	 RG-E_V_RF 	 RG-F_V_RH 	 RG-E_V_RH 	 PF-Sw_LF 	 PF-St_LF 	 PF-Lo_LF 	 PF-Td_LF 	 PF-Sw_LH 	 PF-St_LH 	 PF-Lo_LH 	 PF-Td_LH 	 PF-Sw_RF 	 PF-St_RF 	 PF-Lo_RF 	 PF-Td_RF 	 PF-Sw_RH 	 PF-St_RH 	 PF-Lo_RH 	 PF-Td_RH 	 Mn-1_LF 	 Mn-2_LF 	 Mn-3_LF 	 Mn-4_LF 	 Mn-5_LF 	 Mn-6_LF 	 Mn-1_LH 	 Mn-2_LH 	 Mn-3_LH 	 Mn-4_LH 	 Mn-5_LH 	 Mn-6_LH 	 Mn-1_RF 	 Mn-2_RF 	 Mn-3_RF 	 Mn-4_RF 	 Mn-5_RF 	 Mn-6_RF 	 Mn-1_RH 	 Mn-2_RH 	 Mn-3_RH 	 Mn-4_RH 	 Mn-5_RH 	 Mn-6_RH 	 Mn-1_LF_ONOFF 	 Mn-2_LF_ONOFF 	 Mn-3_LF_ONOFF 	 Mn-4_LF_ONOFF 	 Mn-5_LF_ONOFF 	 Mn-6_LF_ONOFF 	 Mn-1_LH_ONOFF 	 Mn-2_LH_ONOFF 	 Mn-3_LH_ONOFF 	 Mn-4_LH_ONOFF 	 Mn-5_LH_ONOFF 	 Mn-6_LH_ONOFF 	 Mn-1_RF_ONOFF 	 Mn-2_RF_ONOFF 	 Mn-3_RF_ONOFF 	 Mn-4_RF_ONOFF 	 Mn-5_RF_ONOFF 	 Mn-6_RF_ONOFF 	 Mn-1_RH_ONOFF 	 Mn-2_RH_ONOFF 	 Mn-3_RH_ONOFF 	 Mn-4_RH_ONOFF 	 Mn-5_RH_ONOFF 	 Mn-6_RH_ONOFF 	 touch_LF 	 touch_LH 	 touch_RF 	 touch_RH 	 feed_prs_LF 	 feed_prs_LH 	 feed_prs_RF 	 feed_prs_RH 	 RG-F_period_LF 	 RG-E_period_LF 	 RG-F_period_LH 	 RG-E_period_LH 	 RG-F_period_RF 	 RG-E_period_RF 	 RG-F_period_RH 	 RG-E_period_RH 	 duty_ratio_LF 	 duty_ratio_LH 	 duty_ratio_RF 	 duty_ratio_RH 	 In_Feed_LF 	 In_Feed_LH 	 In_Feed_RF 	 In_Feed_RH 	 muscle_io 	 
24.418781 	 1.136016 	 0.244036 	 0.237098 	 0.309110 	 0.295294 	 0.494057 	 0.490047 	 0.514050 	 0.512051 	 0.000000 	 0.244036 	 0.000000 	 0.237098 	 0.000000 	 0.309110 	 0.000000 	 0.295294 	 -58.290569 	 -39.045441 	 -57.991615 	 -39.349270 	 -58.526733 	 -36.434254 	 -57.956490 	 -36.958477 	 0.000000 	 0.137720 	 0.000000 	 0.000000 	 0.000000 	 0.136165 	 0.000000 	 0.000000 	 0.000000 	 0.156937 	 0.000000 	 0.000000 	 0.000000 	 0.154398 	 0.000000 	 0.000000 	 0.000000 	 0.147969 	 0.000000 	 0.149115 	 0.000000 	 0.149115 	 0.000000 	 0.142824 	 0.000000 	 0.142606 	 0.000000 	 0.142606 	 0.000000 	 0.193858 	 0.000000 	 0.197814 	 0.000000 	 0.197814 	 0.000000 	 0.188941 	 0.000000 	 0.189524 	 0.000000 	 0.189524 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 3 	 2 	 0 	 7.467283 	 5.323062 	 6.449680 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.176014 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.335866 	 0.374997 	 0.342869 	 0.515000 	 0.515230 	 0.076414 	 0.000000 	 11184810 	 
24.430786 	 1.130551 	 0.235581 	 0.229437 	 0.291966 	 0.278507 	 0.494057 	 0.490047 	 0.514050 	 0.512051 	 0.000000 	 0.235581 	 0.000000 	 0.229437 	 0.000000 	 0.291966 	 0.000000 	 0.278507 	 -57.975960 	 -39.416489 	 -56.480202 	 -39.691944 	 -58.018795 	 -37.086838 	 -57.304302 	 -37.615036 	 0.000000 	 0.135218 	 0.000000 	 0.000000 	 0.000000 	 0.133777 	 0.000000 	 0.000000 	 0.000000 	 0.153238 	 0.000000 	 0.000000 	 0.000000 	 0.150014 	 0.000000 	 0.000000 	 0.000000 	 0.142150 	 0.000000 	 0.142444 	 0.000000 	 0.142444 	 0.000000 	 0.138373 	 0.000000 	 0.138716 	 0.000000 	 0.138716 	 0.000000 	 0.187477 	 0.000000 	 0.188780 	 0.000000 	 0.188780 	 0.000000 	 0.179472 	 0.000000 	 0.180089 	 0.000000 	 0.180089 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 0 	 0 	 0 	 7.614721 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.176014 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.335866 	 0.374997 	 0.342869 	 0.515217 	 0.150869 	 0.000000 	 0.000000 	 11184810 	 
24.442780 	 1.122677 	 0.228303 	 0.224116 	 0.276585 	 0.265799 	 0.494057 	 0.490047 	 0.514050 	 0.512051 	 0.000000 	 0.228303 	 0.000000 	 0.224116 	 0.000000 	 0.276585 	 0.000000 	 0.265799 	 -57.657276 	 -39.743324 	 -52.777264 	 -39.934711 	 -57.198841 	 -37.691738 	 -56.637165 	 -38.128342 	 0.000000 	 0.132811 	 0.000000 	 0.000000 	 0.000000 	 0.131277 	 0.000000 	 0.000000 	 0.000000 	 0.148685 	 0.000000 	 0.000000 	 0.000000 	 0.145711 	 0.000000 	 0.000000 	 0.000000 	 0.136942 	 0.000000 	 0.137451 	 0.000000 	 0.137451 	 0.000000 	 0.133706 	 0.000000 	 0.134117 	 0.000000 	 0.134117 	 0.000000 	 0.177187 	 0.000000 	 0.176397 	 0.000000 	 0.176397 	 0.000000 	 0.170311 	 0.000000 	 0.170818 	 0.000000 	 0.170818 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 0 	 0 	 0 	 7.614721 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.176014 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.335866 	 0.374997 	 0.342869 	 0.515237 	 0.000000 	 0.000000 	 0.000000 	 11184810 	 
24.452789 	 1.133102 	 0.224040 	 -0.023090 	 0.266514 	 0.257745 	 0.494057 	 0.486053 	 0.514050 	 0.512051 	 0.000000 	 0.224040 	 0.216110 	 0.193020 	 0.000000 	 0.266514 	 0.000000 	 0.257745 	 -56.533680 	 -39.938213 	 -40.307858 	 -41.444061 	 -57.626423 	 -38.099052 	 -56.108482 	 -38.461777 	 0.000000 	 0.130946 	 0.000000 	 0.000000 	 0.000000 	 0.129541 	 0.135563 	 0.000000 	 0.000000 	 0.145416 	 0.000000 	 0.000000 	 0.000000 	 0.142715 	 0.000000 	 0.000000 	 0.000000 	 0.131697 	 0.000000 	 0.131825 	 0.000000 	 0.131825 	 0.000000 	 0.352825 	 0.000000 	 0.147652 	 0.000000 	 0.147652 	 0.000000 	 0.168716 	 0.000000 	 0.168972 	 0.000000 	 0.168972 	 0.000000 	 0.162386 	 0.000000 	 0.161894 	 0.000000 	 0.161894 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 0 	 2 	 0 	 7.689867 	 0.000000 	 7.136148 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.176014 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.335866 	 0.374997 	 0.342869 	 0.515239 	 0.000000 	 0.341160 	 0.000000 	 11182250 	 
24.464783 	 1.134982 	 0.214326 	 -0.277168 	 0.255832 	 0.247695 	 0.494057 	 0.486053 	 0.514050 	 0.512051 	 0.000000 	 0.214326 	 0.277168 	 0.000000 	 0.000000 	 0.255832 	 0.000000 	 0.247695 	 -54.600914 	 -40.392353 	 -37.668411 	 -54.850216 	 -58.448063 	 -38.541973 	 -55.576286 	 -38.887547 	 0.000000 	 0.127560 	 0.000000 	 0.000000 	 0.099091 	 0.000000 	 0.182997 	 0.000000 	 0.000000 	 0.142018 	 0.000000 	 0.000000 	 0.000000 	 0.140095 	 0.000000 	 0.000000 	 0.000000 	 0.123864 	 0.000000 	 0.124314 	 0.000000 	 0.124314 	 0.000000 	 0.254855 	 0.384065 	 0.000000 	 0.384065 	 0.000000 	 0.000000 	 0.158224 	 0.000000 	 0.157867 	 0.000000 	 0.157867 	 0.000000 	 0.152747 	 0.000000 	 0.153171 	 0.000000 	 0.153171 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 0 	 2 	 0 	 7.441115 	 0.000000 	 7.136148 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.330766 	 0.374997 	 0.342869 	 0.515239 	 0.000000 	 0.498363 	 0.000000 	 11183490 	 
24.474792 	 1.127890 	 0.209781 	 -0.307720 	 0.247483 	 0.242748 	 0.494057 	 0.486053 	 0.514050 	 0.512051 	 0.000000 	 0.209781 	 0.307720 	 0.000000 	 0.000000 	 0.247483 	 0.000000 	 0.242748 	 -52.282845 	 -40.609985 	 -36.486412 	 -59.758160 	 -58.416878 	 -38.896637 	 -54.808495 	 -39.101391 	 0.000000 	 0.125400 	 0.000000 	 0.000000 	 0.153732 	 0.000000 	 0.119383 	 0.000000 	 0.000000 	 0.139347 	 0.000000 	 0.000000 	 0.000000 	 0.137189 	 0.000000 	 0.000000 	 0.000000 	 0.119092 	 0.000000 	 0.118286 	 0.000000 	 0.118286 	 0.181774 	 0.315699 	 0.634429 	 0.000000 	 0.634429 	 0.000000 	 0.000000 	 0.152001 	 0.000000 	 0.152297 	 0.000000 	 0.152297 	 0.000000 	 0.147783 	 0.000000 	 0.148933 	 0.000000 	 0.148933 	 0 	 3 	 0 	 2 	 0 	 2 	 3 	 3 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 4 	 0 	 2 	 0 	 7.236937 	 0.000000 	 7.136148 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.330766 	 0.374997 	 0.342869 	 0.515239 	 0.000000 	 0.512896 	 0.000000 	 11183554 	 
24.486786 	 1.122279 	 -0.039015 	 -0.296404 	 0.239446 	 0.234467 	 0.490032 	 0.486053 	 0.514050 	 0.512051 	 0.213812 	 0.174797 	 0.296404 	 0.000000 	 0.000000 	 0.239446 	 0.000000 	 0.234467 	 -40.416794 	 -42.416031 	 -36.915848 	 -60.250736 	 -58.197491 	 -39.245766 	 -53.591339 	 -39.466038 	 0.000000 	 0.120016 	 0.142006 	 0.000000 	 0.151838 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.136633 	 0.000000 	 0.000000 	 0.000000 	 0.134980 	 0.000000 	 0.000000 	 0.000000 	 0.349957 	 0.000000 	 0.134367 	 0.000000 	 0.134367 	 0.180005 	 0.000000 	 0.198828 	 0.000000 	 0.198828 	 0.000000 	 0.000000 	 0.144107 	 0.000000 	 0.143811 	 0.000000 	 0.143811 	 0.000000 	 0.141761 	 0.000000 	 0.142376 	 0.000000 	 0.142376 	 0 	 3 	 0 	 2 	 0 	 2 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 4 	 0 	 2 	 0 	 0.000000 	 0.000000 	 7.098080 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.330766 	 0.374997 	 0.342869 	 0.384661 	 0.000000 	 0.515019 	 0.000000 	 11183466 	 
24.496796 	 1.125803 	 -0.280602 	 -0.284843 	 0.233886 	 0.228313 	 0.490032 	 0.486053 	 0.514050 	 0.512051 	 0.280602 	 0.000000 	 0.284843 	 0.000000 	 0.000000 	 0.233886 	 0.000000 	 0.228313 	 -37.531815 	 -54.976833 	 -37.364494 	 -60.670307 	 -57.984848 	 -39.491989 	 -51.353382 	 -39.742878 	 0.082535 	 0.000000 	 0.183176 	 0.000000 	 0.148108 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.134533 	 0.000000 	 0.000000 	 0.000000 	 0.133057 	 0.000000 	 0.000000 	 0.000000 	 0.249613 	 0.319352 	 0.000000 	 0.319352 	 0.000000 	 0.169975 	 0.000000 	 0.170067 	 0.000000 	 0.170067 	 0.000000 	 0.000000 	 0.140943 	 0.000000 	 0.141227 	 0.000000 	 0.141227 	 0.000000 	 0.136939 	 0.000000 	 0.137475 	 0.000000 	 0.137475 	 0 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 4 	 0 	 2 	 0 	 0.000000 	 0.000000 	 6.808277 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.330766 	 0.374997 	 0.342869 	 0.094249 	 0.000000 	 0.515208 	 0.000000 	 11183446 	 
24.508789 	 1.122988 	 -0.313521 	 -0.270480 	 0.226937 	 -0.041194 	 0.490032 	 0.486053 	 0.514050 	 0.500046 	 0.313521 	 0.000000 	 0.270480 	 0.000000 	 0.000000 	 0.226937 	 0.214234 	 0.173040 	 -36.269665 	 -60.884426 	 -37.937508 	 -60.565136 	 -56.690231 	 -39.805485 	 -40.396706 	 -42.513859 	 0.157303 	 0.000000 	 0.120336 	 0.000000 	 0.143851 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.132374 	 0.000000 	 0.000000 	 0.000000 	 0.088758 	 0.150768 	 0.000000 	 0.188735 	 0.202258 	 0.518620 	 0.000000 	 0.518620 	 0.000000 	 0.158729 	 0.000000 	 0.159239 	 0.000000 	 0.159239 	 0.000000 	 0.000000 	 0.134862 	 0.000000 	 0.134137 	 0.000000 	 0.134137 	 0.000000 	 0.463477 	 0.016640 	 0.154318 	 0.016640 	 0.154318 	 3 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 2 	 0 	 2 	 4 	 0 	 2 	 0 	 0.000000 	 0.000000 	 6.294181 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.192024 	 0.373067 	 0.330766 	 0.374997 	 0.342869 	 0.000000 	 0.000000 	 0.515236 	 0.000000 	 11183447 	 
24.520794 	 1.127597 	 -0.296521 	 -0.256810 	 0.217793 	 -0.259844 	 0.490032 	 0.486053 	 0.514050 	 0.500046 	 0.296521 	 0.000000 	 0.256810 	 0.000000 	 0.000000 	 0.217793 	 0.259844 	 0.000000 	 -36.911377 	 -61.094357 	 -38.500919 	 -60.252468 	 -55.328953 	 -40.228573 	 -38.374218 	 -54.473026 	 0.153481 	 0.000000 	 0.000000 	 0.000000 	 0.140080 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.128605 	 0.000000 	 0.000000 	 0.097986 	 0.000000 	 0.169569 	 0.000000 	 0.181684 	 0.000000 	 0.196275 	 0.000000 	 0.196275 	 0.000000 	 0.147896 	 0.000000 	 0.148479 	 0.000000 	 0.148479 	 0.000000 	 0.000000 	 0.126795 	 0.000000 	 0.127027 	 0.000000 	 0.127027 	 0.000000 	 0.243276 	 0.396707 	 0.000000 	 0.396707 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 3 	 0 	 3 	 0 	 4 	 0 	 2 	 0 	 0.000000 	 0.000000 	 5.531011 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.374997 	 0.313436 	 0.000000 	 0.000000 	 0.515233 	 0.000000 	 5940565 	 
24.532791 	 1.130946 	 -0.281231 	 -0.246906 	 0.212540 	 -0.280296 	 0.490032 	 0.486053 	 0.514050 	 0.500046 	 0.281231 	 0.000000 	 0.246906 	 0.000000 	 0.000000 	 0.212540 	 0.280296 	 0.000000 	 -37.506916 	 -60.821350 	 -38.921471 	 -59.956982 	 -53.756252 	 -40.477463 	 -37.543941 	 -59.378799 	 0.147860 	 0.000000 	 0.000000 	 0.000000 	 0.136423 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.126188 	 0.000000 	 0.000000 	 0.146182 	 0.000000 	 0.107070 	 0.000000 	 0.169052 	 0.000000 	 0.170807 	 0.000000 	 0.170807 	 0.000000 	 0.140074 	 0.000000 	 0.141018 	 0.000000 	 0.141018 	 0.000000 	 0.000000 	 0.120580 	 0.000000 	 0.120932 	 0.000000 	 0.120932 	 0.172059 	 0.179595 	 0.505982 	 0.000000 	 0.505982 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 2 	 0 	 2 	 0 	 2 	 3 	 3 	 3 	 0 	 3 	 0 	 0 	 0 	 2 	 0 	 0.000000 	 0.000000 	 4.382598 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.374997 	 0.313436 	 0.000000 	 0.000000 	 0.515100 	 0.000000 	 6038869 	 
24.542797 	 1.131387 	 -0.269096 	 -0.240701 	 0.208599 	 -0.269535 	 0.490032 	 0.486053 	 0.514050 	 0.500046 	 0.269096 	 0.000000 	 0.240701 	 0.000000 	 0.000000 	 0.208599 	 0.269535 	 0.000000 	 -37.993725 	 -60.567867 	 -39.190739 	 -59.724350 	 -51.171402 	 -40.667126 	 -37.975845 	 -59.668358 	 0.144514 	 0.000000 	 0.000000 	 0.000000 	 0.133564 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.124760 	 0.000000 	 0.000000 	 0.144308 	 0.000000 	 0.000000 	 0.000000 	 0.158369 	 0.000000 	 0.159754 	 0.000000 	 0.159754 	 0.000000 	 0.133359 	 0.000000 	 0.133781 	 0.000000 	 0.133781 	 0.000000 	 0.000000 	 0.116845 	 0.000000 	 0.116309 	 0.000000 	 0.116309 	 0.160320 	 0.000000 	 0.179233 	 0.000000 	 0.179233 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 2 	 0 	 2 	 0 	 2 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.374997 	 0.313436 	 0.000000 	 0.000000 	 0.375841 	 0.000000 	 5678421 	 
24.554794 	 1.129464 	 -0.256061 	 -0.232351 	 -0.142465 	 -0.265755 	 0.490032 	 0.486053 	 0.516056 	 0.500046 	 0.256061 	 0.000000 	 0.232351 	 0.000000 	 0.253716 	 0.111251 	 0.265755 	 0.000000 	 -38.532368 	 -60.262054 	 -39.560654 	 -59.453499 	 -38.631119 	 -46.624184 	 -38.130157 	 -59.704094 	 0.139943 	 0.000000 	 0.000000 	 0.000000 	 0.130793 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.178944 	 0.000000 	 0.141397 	 0.000000 	 0.000000 	 0.000000 	 0.148511 	 0.000000 	 0.148587 	 0.000000 	 0.148587 	 0.000000 	 0.127768 	 0.000000 	 0.127971 	 0.000000 	 0.127971 	 0.000000 	 0.000000 	 0.284314 	 0.057000 	 0.050468 	 0.057000 	 0.050468 	 0.152518 	 0.000000 	 0.152682 	 0.000000 	 0.152682 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 0 	 2 	 0 	 2 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.210022 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.374997 	 0.313436 	 0.000000 	 0.000000 	 0.076416 	 0.000000 	 5678421 	 
24.564800 	 1.128591 	 -0.248374 	 -0.226618 	 -0.317474 	 -0.256441 	 0.490032 	 0.486053 	 0.516056 	 0.500046 	 0.248374 	 0.000000 	 0.226618 	 0.000000 	 0.317474 	 0.000000 	 0.256441 	 0.000000 	 -38.858425 	 -59.986374 	 -39.820049 	 -59.241474 	 -36.123230 	 -58.656334 	 -38.516384 	 -60.119019 	 0.136888 	 0.000000 	 0.000000 	 0.000000 	 0.128709 	 0.000000 	 0.000000 	 0.000000 	 0.131663 	 0.000000 	 0.192247 	 0.000000 	 0.139169 	 0.000000 	 0.000000 	 0.000000 	 0.141856 	 0.000000 	 0.141426 	 0.000000 	 0.141426 	 0.000000 	 0.121740 	 0.000000 	 0.121831 	 0.000000 	 0.121831 	 0.000000 	 0.009900 	 0.285743 	 0.506431 	 0.000000 	 0.506431 	 0.000000 	 0.147202 	 0.000000 	 0.147441 	 0.000000 	 0.147441 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.198029 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.361320 	 0.313436 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5596501 	 
24.576797 	 1.124394 	 -0.239373 	 -0.220149 	 -0.304610 	 -0.245858 	 0.490032 	 0.486053 	 0.516056 	 0.500046 	 0.239373 	 0.000000 	 0.220149 	 0.000000 	 0.304610 	 0.000000 	 0.245858 	 0.000000 	 -39.248981 	 -59.695389 	 -40.118404 	 -58.961662 	 -36.603531 	 -61.052921 	 -38.966625 	 -59.947464 	 0.133815 	 0.000000 	 0.000000 	 0.000000 	 0.126407 	 0.000000 	 0.000000 	 0.000000 	 0.156238 	 0.000000 	 0.090072 	 0.000000 	 0.136035 	 0.000000 	 0.000000 	 0.000000 	 0.132849 	 0.000000 	 0.133593 	 0.000000 	 0.133593 	 0.000000 	 0.116389 	 0.000000 	 0.116705 	 0.000000 	 0.116705 	 0.000000 	 0.202853 	 0.109382 	 0.426078 	 0.000000 	 0.426078 	 0.000000 	 0.139032 	 0.000000 	 0.139278 	 0.000000 	 0.139278 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 3 	 3 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.198029 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.361320 	 0.313436 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5600597 	 
24.586803 	 1.112510 	 -0.233088 	 -0.216906 	 -0.290476 	 -0.239763 	 0.490032 	 0.486053 	 0.516056 	 0.500046 	 0.233088 	 0.000000 	 0.216906 	 0.000000 	 0.290476 	 0.000000 	 0.239763 	 0.000000 	 -39.527664 	 -59.472305 	 -40.270313 	 -58.765766 	 -37.144577 	 -60.985989 	 -39.231815 	 -59.735153 	 0.131292 	 0.000000 	 0.000000 	 0.000000 	 0.124438 	 0.000000 	 0.000000 	 0.000000 	 0.151813 	 0.000000 	 0.000000 	 0.000000 	 0.133287 	 0.000000 	 0.000000 	 0.000000 	 0.129205 	 0.000000 	 0.129079 	 0.000000 	 0.129079 	 0.000000 	 0.111757 	 0.000000 	 0.111728 	 0.000000 	 0.111728 	 0.000000 	 0.178801 	 0.000000 	 0.186937 	 0.000000 	 0.186937 	 0.000000 	 0.132676 	 0.000000 	 0.133487 	 0.000000 	 0.133487 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.198029 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.361320 	 0.313436 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5592405 	 
24.598801 	 1.115316 	 -0.225745 	 -0.211948 	 -0.274995 	 -0.230930 	 0.490032 	 0.486053 	 0.516056 	 0.500046 	 0.225745 	 0.000000 	 0.211948 	 0.000000 	 0.274995 	 0.000000 	 0.230930 	 0.000000 	 -39.859962 	 -59.208233 	 -40.505783 	 -58.526634 	 -37.755405 	 -60.702389 	 -39.624542 	 -59.468552 	 0.129066 	 0.000000 	 0.000000 	 0.000000 	 0.122480 	 0.000000 	 0.000000 	 0.000000 	 0.146952 	 0.000000 	 0.000000 	 0.000000 	 0.130641 	 0.000000 	 0.000000 	 0.000000 	 0.121486 	 0.000000 	 0.121922 	 0.000000 	 0.121922 	 0.000000 	 0.107823 	 0.000000 	 0.107003 	 0.000000 	 0.107003 	 0.000000 	 0.164626 	 0.000000 	 0.166360 	 0.000000 	 0.166360 	 0.000000 	 0.127130 	 0.000000 	 0.126442 	 0.000000 	 0.126442 	 0.000000 	 3 	 0 	 3 	 0 	 3 	 0 	 2 	 0 	 2 	 0 	 2 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.326027 	 0.194008 	 0.348045 	 0.172020 	 0.350040 	 0.198029 	 0.368027 	 0.168015 	 0.373067 	 0.330766 	 0.361320 	 0.313436 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 5592405 	 
